0,HP_outdoor
2023-01-02T18:10:00,13.7
2023-01-02T18:20:00,13.7
2023-01-02T18:30:00,13.6
2023-01-02T18:40:00,13.6
2023-01-02T18:50:00,13.4
2023-01-02T19:00:00,13.7
2023-01-02T19:10:00,92.6
2023-01-02T19:20:00,852.7
2023-01-02T19:30:00,1322.4
2023-01-02T19:40:00,1346.5
2023-01-02T19:50:00,317.3
2023-01-02T20:00:00,14.0
2023-01-02T20:10:00,13.9
2023-01-02T20:20:00,13.9
2023-01-02T20:30:00,13.8
2023-01-02T20:40:00,13.8
2023-01-02T20:50:00,328.0
2023-01-02T21:00:00,1261.1
2023-01-02T21:10:00,1297.2
2023-01-02T21:20:00,1314.5
2023-01-02T21:30:00,128.4
2023-01-02T21:40:00,13.3
2023-01-02T21:50:00,13.3
2023-01-02T22:00:00,13.2
2023-01-02T22:10:00,83.0
2023-01-02T22:20:00,811.8
2023-01-02T22:30:00,1287.3
2023-01-02T22:40:00,1310.2
2023-01-02T22:50:00,1120.2
2023-01-02T23:00:00,13.3
2023-01-02T23:10:00,13.1
2023-01-02T23:20:00,13.1
2023-01-02T23:30:00,209.4
2023-01-02T23:40:00,780.6
2023-01-02T23:50:00,734.2
2023-01-03T00:00:00,1252.5
2023-01-03T00:10:00,1276.9
2023-01-03T00:20:00,1298.2
2023-01-03T00:30:00,691.0
2023-01-03T00:40:00,13.0
2023-01-03T00:50:00,12.9
2023-01-03T01:00:00,214.5
2023-01-03T01:10:00,1365.9
2023-01-03T01:20:00,1504.5
2023-01-03T01:30:00,1330.9
2023-01-03T01:40:00,1316.5
2023-01-03T01:50:00,305.4
2023-01-03T02:00:00,13.0
2023-01-03T02:10:00,13.0
2023-01-03T02:20:00,466.3
2023-01-03T02:30:00,1244.7
2023-01-03T02:40:00,1276.8
2023-01-03T02:50:00,1295.4
2023-01-03T03:00:00,853.3
2023-01-03T03:10:00,13.0
2023-01-03T03:20:00,13.0
2023-01-03T03:30:00,161.1
2023-01-03T03:40:00,835.7
2023-01-03T03:50:00,766.6
2023-01-03T04:00:00,1166.0
2023-01-03T04:10:00,1575.9
2023-01-03T04:20:00,1455.5
2023-01-03T04:30:00,1504.8
2023-01-03T04:40:00,1308.5
2023-01-03T04:50:00,794.3
2023-01-03T05:00:00,12.9
2023-01-03T05:10:00,12.9
2023-01-03T05:20:00,351.0
2023-01-03T05:30:00,1487.4
2023-01-03T05:40:00,1495.3
2023-01-03T05:50:00,1267.5
2023-01-03T06:00:00,1196.9
2023-01-03T06:10:00,1091.0
2023-01-03T06:20:00,1055.8
2023-01-03T06:30:00,839.7
2023-01-03T06:40:00,1741.4
2023-01-03T06:50:00,1453.6
2023-01-03T07:00:00,1468.3
2023-01-03T07:10:00,152.8
2023-01-03T07:20:00,12.7
2023-01-03T07:30:00,12.8
2023-01-03T07:40:00,12.8
2023-01-03T07:50:00,289.0
2023-01-03T08:00:00,1224.8
2023-01-03T08:10:00,1266.1
2023-01-03T08:20:00,1282.0
2023-01-03T08:30:00,1295.2
2023-01-03T08:40:00,401.0
2023-01-03T08:50:00,12.9
2023-01-03T09:00:00,12.8
2023-01-03T09:10:00,282.3
2023-01-03T09:20:00,866.7
2023-01-03T09:30:00,689.7
2023-01-03T09:40:00,1267.9
2023-01-03T09:50:00,1301.2
2023-01-03T10:00:00,1321.5
2023-01-03T10:10:00,1330.9
2023-01-03T10:20:00,517.2
2023-01-03T10:30:00,12.9
2023-01-03T10:40:00,12.9
2023-01-03T10:50:00,159.5
2023-01-03T11:00:00,984.3
2023-01-03T11:10:00,1178.5
2023-01-03T11:20:00,541.2
2023-01-03T11:30:00,1269.4
2023-01-03T11:40:00,1308.5
2023-01-03T11:50:00,1319.8
2023-01-03T12:00:00,350.3
2023-01-03T12:10:00,13.0
2023-01-03T12:20:00,13.1
2023-01-03T12:30:00,212.1
2023-01-03T12:40:00,1113.7
2023-01-03T12:50:00,1316.0
2023-01-03T13:00:00,1330.9
2023-01-03T13:10:00,845.3
2023-01-03T13:20:00,12.9
2023-01-03T13:30:00,12.9
2023-01-03T13:40:00,12.8
2023-01-03T13:50:00,253.8
2023-01-03T14:00:00,613.3
2023-01-03T14:10:00,1012.7
2023-01-03T14:20:00,1316.6
2023-01-03T14:30:00,1335.1
2023-01-03T14:40:00,1187.4
2023-01-03T14:50:00,12.9
2023-01-03T15:00:00,12.9
2023-01-03T15:10:00,12.9
2023-01-03T15:20:00,186.7
2023-01-03T15:30:00,1054.4
2023-01-03T15:40:00,1313.9
2023-01-03T15:50:00,1331.4
2023-01-03T16:00:00,975.8
2023-01-03T16:10:00,12.9
2023-01-03T16:20:00,13.0
2023-01-03T16:30:00,13.2
2023-01-03T16:40:00,135.2
2023-01-03T16:50:00,845.1
2023-01-03T17:00:00,527.7
2023-01-03T17:10:00,1277.0
2023-01-03T17:20:00,1318.0
2023-01-03T17:30:00,1331.7
2023-01-03T17:40:00,620.1
2023-01-03T17:50:00,13.2
2023-01-03T18:00:00,13.2
2023-01-03T18:10:00,13.2
2023-01-03T18:20:00,13.1
2023-01-03T18:30:00,13.1
2023-01-03T18:40:00,13.1
2023-01-03T18:50:00,13.1
2023-01-03T19:00:00,13.1
2023-01-03T19:10:00,13.1
2023-01-03T19:20:00,169.6
2023-01-03T19:30:00,1015.8
2023-01-03T19:40:00,1300.5
2023-01-03T19:50:00,1324.9
2023-01-03T20:00:00,564.2
2023-01-03T20:10:00,13.2
2023-01-03T20:20:00,13.2
2023-01-03T20:30:00,13.3
2023-01-03T20:40:00,13.1
2023-01-03T20:50:00,172.3
2023-01-03T21:00:00,1019.7
2023-01-03T21:10:00,1301.7
2023-01-03T21:20:00,559.1
2023-01-03T21:30:00,1171.1
2023-01-03T21:40:00,1315.1
2023-01-03T21:50:00,769.7
2023-01-03T22:00:00,13.4
2023-01-03T22:10:00,13.1
2023-01-03T22:20:00,186.9
2023-01-03T22:30:00,1046.6
2023-01-03T22:40:00,1301.7
2023-01-03T22:50:00,1321.5
2023-01-03T23:00:00,1336.1
2023-01-03T23:10:00,161.1
2023-01-03T23:20:00,12.9
2023-01-03T23:30:00,12.9
2023-01-03T23:40:00,12.9
2023-01-03T23:50:00,13.0
2023-01-04T00:00:00,516.5
2023-01-04T00:10:00,1281.3
2023-01-04T00:20:00,1319.4
2023-01-04T00:30:00,1337.6
2023-01-04T00:40:00,591.5
2023-01-04T00:50:00,1069.0
2023-01-04T01:00:00,1318.3
2023-01-04T01:10:00,702.9
2023-01-04T01:20:00,13.1
2023-01-04T01:30:00,12.9
2023-01-04T01:40:00,13.0
2023-01-04T01:50:00,518.2
2023-01-04T02:00:00,1287.1
2023-01-04T02:10:00,1318.0
2023-01-04T02:20:00,1321.7
2023-01-04T02:30:00,631.4
2023-01-04T02:40:00,13.0
2023-01-04T02:50:00,12.8
2023-01-04T03:00:00,12.9
2023-01-04T03:10:00,639.5
2023-01-04T03:20:00,1279.9
2023-01-04T03:30:00,948.6
2023-01-04T03:40:00,593.8
2023-01-04T03:50:00,1295.7
2023-01-04T04:00:00,1317.4
2023-01-04T04:10:00,1320.5
2023-01-04T04:20:00,293.7
2023-01-04T04:30:00,12.8
2023-01-04T04:40:00,12.8
2023-01-04T04:50:00,208.8
2023-01-04T05:00:00,1101.7
2023-01-04T05:10:00,1301.1
2023-01-04T05:20:00,1185.5
2023-01-04T05:30:00,758.8
2023-01-04T05:40:00,916.4
2023-01-04T05:50:00,1300.3
2023-01-04T06:00:00,1170.1
2023-01-04T06:10:00,12.8
2023-01-04T06:20:00,12.8
2023-01-04T06:30:00,12.8
2023-01-04T06:40:00,31.3
2023-01-04T06:50:00,695.4
2023-01-04T07:00:00,1281.3
2023-01-04T07:10:00,971.4
2023-01-04T07:20:00,652.7
2023-01-04T07:30:00,1290.0
2023-01-04T07:40:00,1306.9
2023-01-04T07:50:00,502.5
2023-01-04T08:00:00,13.2
2023-01-04T08:10:00,13.1
2023-01-04T08:20:00,13.1
2023-01-04T08:30:00,13.1
2023-01-04T08:40:00,13.0
2023-01-04T08:50:00,13.2
2023-01-04T09:00:00,503.5
2023-01-04T09:10:00,486.2
2023-01-04T09:20:00,1194.7
2023-01-04T09:30:00,1305.4
2023-01-04T09:40:00,1314.2
2023-01-04T09:50:00,1198.7
2023-01-04T10:00:00,13.1
2023-01-04T10:10:00,13.1
2023-01-04T10:20:00,43.9
2023-01-04T10:30:00,628.9
2023-01-04T10:40:00,510.5
2023-01-04T10:50:00,1271.3
2023-01-04T11:00:00,1308.3
2023-01-04T11:10:00,1324.2
2023-01-04T11:20:00,866.9
2023-01-04T11:30:00,13.2
2023-01-04T11:40:00,13.4
2023-01-04T11:50:00,58.5
2023-01-04T12:00:00,752.6
2023-01-04T12:10:00,529.8
2023-01-04T12:20:00,1177.3
2023-01-04T12:30:00,1310.4
2023-01-04T12:40:00,1327.1
2023-01-04T12:50:00,403.7
2023-01-04T13:00:00,13.3
2023-01-04T13:10:00,13.3
2023-01-04T13:20:00,162.6
2023-01-04T13:30:00,985.3
2023-01-04T13:40:00,1305.3
2023-01-04T13:50:00,815.6
2023-01-04T14:00:00,917.8
2023-01-04T14:10:00,1310.8
2023-01-04T14:20:00,778.5
2023-01-04T14:30:00,13.2
2023-01-04T14:40:00,13.0
2023-01-04T14:50:00,13.1
2023-01-04T15:00:00,342.9
2023-01-04T15:10:00,1274.0
2023-01-04T15:20:00,1316.8
2023-01-04T15:30:00,957.7
2023-01-04T15:40:00,13.2
2023-01-04T15:50:00,13.1
2023-01-04T16:00:00,13.1
2023-01-04T16:10:00,380.8
2023-01-04T16:20:00,914.0
2023-01-04T16:30:00,780.2
2023-01-04T16:40:00,1289.3
2023-01-04T16:50:00,1315.0
2023-01-04T17:00:00,1155.0
2023-01-04T17:10:00,13.1
2023-01-04T17:20:00,13.1
2023-01-04T17:30:00,13.1
2023-01-04T17:40:00,13.1
2023-01-04T17:50:00,544.6
2023-01-04T18:00:00,1284.1
2023-01-04T18:10:00,1313.5
2023-01-04T18:20:00,1322.7
2023-01-04T18:30:00,415.3
2023-01-04T18:40:00,13.2
2023-01-04T18:50:00,13.2
2023-01-04T19:00:00,13.1
2023-01-04T19:10:00,13.1
2023-01-04T19:20:00,13.1
2023-01-04T19:30:00,221.5
2023-01-04T19:40:00,826.4
2023-01-04T19:50:00,644.6
2023-01-04T20:00:00,1294.6
2023-01-04T20:10:00,1302.8
2023-01-04T20:20:00,1243.2
2023-01-04T20:30:00,124.0
2023-01-04T20:40:00,13.2
2023-01-04T20:50:00,13.3
2023-01-04T21:00:00,13.3
2023-01-04T21:10:00,238.3
2023-01-04T21:20:00,1120.9
2023-01-04T21:30:00,1078.8
2023-01-04T21:40:00,873.3
2023-01-04T21:50:00,542.1
2023-01-04T22:00:00,1250.4
2023-01-04T22:10:00,1207.4
2023-01-04T22:20:00,1165.5
2023-01-04T22:30:00,1172.7
2023-01-04T22:40:00,718.2
2023-01-04T22:50:00,799.3
2023-01-04T23:00:00,1280.9
2023-01-04T23:10:00,1246.5
2023-01-04T23:20:00,1083.6
2023-01-04T23:30:00,936.1
2023-01-04T23:40:00,525.1
2023-01-04T23:50:00,1272.9
2023-01-05T00:00:00,1271.1
2023-01-05T00:10:00,1168.0
2023-01-05T00:20:00,936.8
2023-01-05T00:30:00,451.6
2023-01-05T00:40:00,1213.3
2023-01-05T00:50:00,1302.9
2023-01-05T01:00:00,1386.6
2023-01-05T01:10:00,1103.1
2023-01-05T01:20:00,674.0
2023-01-05T01:30:00,986.1
2023-01-05T01:40:00,1236.6
2023-01-05T01:50:00,1219.1
2023-01-05T02:00:00,638.9
2023-01-05T02:10:00,13.0
2023-01-05T02:20:00,12.9
2023-01-05T02:30:00,46.4
2023-01-05T02:40:00,577.2
2023-01-05T02:50:00,767.3
2023-01-05T03:00:00,903.0
2023-01-05T03:10:00,1249.3
2023-01-05T03:20:00,1370.7
2023-01-05T03:30:00,1195.2
2023-01-05T03:40:00,778.2
2023-01-05T03:50:00,969.8
2023-01-05T04:00:00,1256.0
2023-01-05T04:10:00,1146.4
2023-01-05T04:20:00,1182.7
2023-01-05T04:30:00,897.4
2023-01-05T04:40:00,713.8
2023-01-05T04:50:00,1300.5
2023-01-05T05:00:00,1265.3
2023-01-05T05:10:00,1173.5
2023-01-05T05:20:00,996.4
2023-01-05T05:30:00,489.8
2023-01-05T05:40:00,1279.1
2023-01-05T05:50:00,1318.2
2023-01-05T06:00:00,1276.8
2023-01-05T06:10:00,13.5
2023-01-05T06:20:00,13.1
2023-01-05T06:30:00,13.2
2023-01-05T06:40:00,587.8
2023-01-05T06:50:00,600.0
2023-01-05T07:00:00,1109.0
2023-01-05T07:10:00,1345.3
2023-01-05T07:20:00,761.9
2023-01-05T07:30:00,13.0
2023-01-05T07:40:00,13.1
2023-01-05T07:50:00,13.1
2023-01-05T08:00:00,13.1
2023-01-05T08:10:00,23.5
2023-01-05T08:20:00,686.2
2023-01-05T08:30:00,1338.3
2023-01-05T08:40:00,1375.3
2023-01-05T08:50:00,488.9
2023-01-05T09:00:00,13.2
2023-01-05T09:10:00,13.1
2023-01-05T09:20:00,13.1
2023-01-05T09:30:00,254.5
2023-01-05T09:40:00,617.6
2023-01-05T09:50:00,1034.6
2023-01-05T10:00:00,1380.0
2023-01-05T10:10:00,1393.9
2023-01-05T10:20:00,593.7
2023-01-05T10:30:00,13.2
2023-01-05T10:40:00,13.2
2023-01-05T10:50:00,13.2
2023-01-05T11:00:00,15.7
2023-01-05T11:10:00,682.4
2023-01-05T11:20:00,1368.7
2023-01-05T11:30:00,1404.7
2023-01-05T11:40:00,462.7
2023-01-05T11:50:00,13.2
2023-01-05T12:00:00,13.1
2023-01-05T12:10:00,13.1
2023-01-05T12:20:00,13.1
2023-01-05T12:30:00,554.5
2023-01-05T12:40:00,1353.1
2023-01-05T12:50:00,1394.1
2023-01-05T13:00:00,817.6
2023-01-05T13:10:00,13.2
2023-01-05T13:20:00,13.1
2023-01-05T13:30:00,13.1
2023-01-05T13:40:00,13.1
2023-01-05T13:50:00,86.1
2023-01-05T14:00:00,836.7
2023-01-05T14:10:00,1362.6
2023-01-05T14:20:00,1391.5
2023-01-05T14:30:00,87.6
2023-01-05T14:40:00,13.8
2023-01-05T14:50:00,13.8
2023-01-05T15:00:00,13.7
2023-01-05T15:10:00,257.8
2023-01-05T15:20:00,660.4
2023-01-05T15:30:00,980.3
2023-01-05T15:40:00,1308.0
2023-01-05T15:50:00,1324.1
2023-01-05T16:00:00,657.2
2023-01-05T16:10:00,13.7
2023-01-05T16:20:00,13.6
2023-01-05T16:30:00,101.1
2023-01-05T16:40:00,846.4
2023-01-05T16:50:00,1297.4
2023-01-05T17:00:00,1118.1
2023-01-05T17:10:00,497.3
2023-01-05T17:20:00,1275.4
2023-01-05T17:30:00,1287.4
2023-01-05T17:40:00,14.5
2023-01-05T17:50:00,13.8
2023-01-05T18:00:00,13.7
2023-01-05T18:10:00,13.8
2023-01-05T18:20:00,13.8
2023-01-05T18:30:00,13.7
2023-01-05T18:40:00,13.3
2023-01-05T18:50:00,221.3
2023-01-05T19:00:00,1121.7
2023-01-05T19:10:00,1052.8
2023-01-05T19:20:00,538.3
2023-01-05T19:30:00,1320.8
2023-01-05T19:40:00,1284.2
2023-01-05T19:50:00,1266.6
2023-01-05T20:00:00,13.4
2023-01-05T20:10:00,13.3
2023-01-05T20:20:00,13.3
2023-01-05T20:30:00,418.5
2023-01-05T20:40:00,1040.4
2023-01-05T20:50:00,485.8
2023-01-05T21:00:00,1242.1
2023-01-05T21:10:00,1309.2
2023-01-05T21:20:00,1448.7
2023-01-05T21:30:00,1106.3
2023-01-05T21:40:00,484.8
2023-01-05T21:50:00,1258.4
2023-01-05T22:00:00,1290.5
2023-01-05T22:10:00,698.9
2023-01-05T22:20:00,13.6
2023-01-05T22:30:00,13.5
2023-01-05T22:40:00,108.0
2023-01-05T22:50:00,724.6
2023-01-05T23:00:00,597.9
2023-01-05T23:10:00,1178.4
2023-01-05T23:20:00,1307.6
2023-01-05T23:30:00,1308.5
2023-01-05T23:40:00,1078.8
2023-01-05T23:50:00,616.9
2023-01-06T00:00:00,1136.5
2023-01-06T00:10:00,1304.6
2023-01-06T00:20:00,1303.9
2023-01-06T00:30:00,219.6
2023-01-06T00:40:00,13.6
2023-01-06T00:50:00,13.4
2023-01-06T01:00:00,125.8
2023-01-06T01:10:00,769.2
2023-01-06T01:20:00,548.6
2023-01-06T01:30:00,1224.3
2023-01-06T01:40:00,1304.5
2023-01-06T01:50:00,1303.7
2023-01-06T02:00:00,1068.4
2023-01-06T02:10:00,582.8
2023-01-06T02:20:00,1175.0
2023-01-06T02:30:00,1322.0
2023-01-06T02:40:00,1335.8
2023-01-06T02:50:00,1152.0
2023-01-06T03:00:00,505.3
2023-01-06T03:10:00,1285.5
2023-01-06T03:20:00,1314.2
2023-01-06T03:30:00,568.0
2023-01-06T03:40:00,13.4
2023-01-06T03:50:00,12.9
2023-01-06T04:00:00,12.8
2023-01-06T04:10:00,358.8
2023-01-06T04:20:00,865.1
2023-01-06T04:30:00,749.6
2023-01-06T04:40:00,1288.5
2023-01-06T04:50:00,1312.7
2023-01-06T05:00:00,1311.5
2023-01-06T05:10:00,770.6
2023-01-06T05:20:00,818.2
2023-01-06T05:30:00,1302.1
2023-01-06T05:40:00,1323.7
2023-01-06T05:50:00,443.2
2023-01-06T06:00:00,13.0
2023-01-06T06:10:00,12.8
2023-01-06T06:20:00,12.8
2023-01-06T06:30:00,304.6
2023-01-06T06:40:00,616.5
2023-01-06T06:50:00,1068.3
2023-01-06T07:00:00,1304.9
2023-01-06T07:10:00,1322.6
2023-01-06T07:20:00,965.4
2023-01-06T07:30:00,13.1
2023-01-06T07:40:00,13.1
2023-01-06T07:50:00,13.1
2023-01-06T08:00:00,13.0
2023-01-06T08:10:00,13.1
2023-01-06T08:20:00,137.2
2023-01-06T08:30:00,644.0
2023-01-06T08:40:00,728.5
2023-01-06T08:50:00,1302.6
2023-01-06T09:00:00,1331.2
2023-01-06T09:10:00,1349.2
2023-01-06T09:20:00,581.4
2023-01-06T09:30:00,13.1
2023-01-06T09:40:00,13.1
2023-01-06T09:50:00,13.1
2023-01-06T10:00:00,148.4
2023-01-06T10:10:00,869.3
2023-01-06T10:20:00,534.3
2023-01-06T10:30:00,1301.3
2023-01-06T10:40:00,1340.0
2023-01-06T10:50:00,1354.2
2023-01-06T11:00:00,712.7
2023-01-06T11:10:00,13.2
2023-01-06T11:20:00,13.2
2023-01-06T11:30:00,13.1
2023-01-06T11:40:00,439.4
2023-01-06T11:50:00,1313.3
2023-01-06T12:00:00,1363.5
2023-01-06T12:10:00,1373.3
2023-01-06T12:20:00,39.0
2023-01-06T12:30:00,13.0
2023-01-06T12:40:00,13.0
2023-01-06T12:50:00,13.0
2023-01-06T13:00:00,96.1
2023-01-06T13:10:00,626.6
2023-01-06T13:20:00,657.5
2023-01-06T13:30:00,1348.5
2023-01-06T13:40:00,1383.3
2023-01-06T13:50:00,864.1
2023-01-06T14:00:00,13.2
2023-01-06T14:10:00,13.2
